country,zone,date,households,sewer_connections,public_toilets,workforce,f_workforce,ww_collected,ww_treated,ww_reused,w_supplied,hh_emptied,fs_treated,fs_reused
cameroon,Yaounde 5,Apr-22,36224,2255,16,34,12,11923,7196,3835,302488,7022,164290,124351
cameroon,Yaounde 5,May-22,36224,2255,14,36,11,86377,68999,42021,213195,7214,56872,45265
cameroon,Yaounde 5,Jun-22,36224,2255,17,37,14,63191,33931,21333,406937,5899,181343,135863
cameroon,Yaounde 5,Jul-22,36224,2255,19,34,14,54911,43765,28113,169494,4393,95326,63017
cameroon,Yaounde 5,Aug-22,36224,2255,15,37,13,88380,53224,33054,206298,4522,35438,23188
cameroon,Yaounde 5,Sep-22,36224,2255,15,34,13,71019,41564,26967,264769,5594,134168,93165
cameroon,Yaounde 5,Oct-22,36224,2255,15,37,10,18389,13466,7873,292703,6646,98534,73082
cameroon,Yaounde 5,Nov-22,36224,2255,18,35,10,26938,17401,9399,437923,6386,13281,10336
cameroon,Yaounde 5,Dec-22,36224,2255,19,37,11,10818,6812,3508,456533,6878,43326,29096
cameroon,Yaounde 5,Jan-23,37460,2143,26,26,13,83730,47940,33720,374073,6248,27363,16641
cameroon,Yaounde 5,Feb-23,37460,2143,29,24,10,31648,22149,12494,229183,7358,96233,64086
cameroon,Yaounde 5,Mar-23,37460,2143,25,24,10,74307,45907,35879,241414,6418,188794,144789
cameroon,Yaounde 5,Apr-23,37460,2143,25,24,14,14572,9202,6926,229026,6749,102466,79405
cameroon,Yaounde 5,May-23,37460,2143,28,25,13,39979,27376,16347,108810,7371,110635,81411
cameroon,Yaounde 5,Jun-23,37460,2143,28,24,11,77524,44131,35164,128574,9201,122283,75357
cameroon,Yaounde 5,Jul-23,37460,2143,25,25,12,56280,39425,20653,324550,3973,153702,98548
cameroon,Yaounde 5,Aug-23,37460,2143,26,24,13,35533,24533,16267,400996,5242,110153,84609
cameroon,Yaounde 5,Sep-23,37460,2143,25,26,12,31850,22206,17174,297538,4688,166589,111594
cameroon,Yaounde 5,Oct-23,37460,2143,27,24,10,16885,8517,6080,281677,5416,24950,17772
cameroon,Yaounde 5,Nov-23,37460,2143,26,23,11,84043,45278,34347,141813,9186,195085,143937
cameroon,Yaounde 5,Dec-23,37460,2143,26,24,14,68105,39054,28172,384911,4971,92522,64194
cameroon,Yaounde 5,Jan-24,40303,3195,83,25,11,38355,20258,10658,118890,7919,108766,82097
cameroon,Yaounde 5,Feb-24,40303,3195,82,27,13,80610,58407,36641,298279,6785,117701,84255
cameroon,Yaounde 5,Mar-24,40303,3195,81,25,13,93798,47482,27257,402021,9472,67287,47675
cameroon,Yaounde 5,Apr-24,40303,3195,80,27,11,37066,27245,17899,307083,5900,93594,65981
cameroon,Yaounde 5,May-24,40303,3195,79,26,14,19340,14971,7507,147477,4647,168525,127407
cameroon,Yaounde 5,Jun-24,40303,3195,80,25,13,71720,45489,28241,477269,8611,104019,68851
cameroon,Yaounde 5,Jul-24,40303,3195,82,24,13,89239,56821,34508,314052,8099,87017,58721
cameroon,Yaounde 5,Aug-24,40303,3195,78,24,13,32032,16246,12197,317485,4705,168163,115169
cameroon,Yaounde 5,Sep-24,40303,3195,81,24,14,7623,5922,4203,438368,5003,27086,17502
cameroon,Yaounde 5,Oct-24,40303,3195,80,25,11,18260,13219,10416,367092,8695,163644,103901
cameroon,Yaounde 5,Nov-24,40303,3195,82,24,13,91964,59270,30404,296645,4547,168863,108805
cameroon,Yaounde 5,Dec-24,40303,3195,81,26,12,59605,41878,25217,107341,5308,89345,55331
cameroon,Yaounde 6,Jan-20,61508,4330,76,27,15,42329,29259,20822,466542,6466,51326,36072
cameroon,Yaounde 6,Feb-20,61508,4330,80,30,12,51848,36426,18288,461646,7844,115301,79087
cameroon,Yaounde 6,Mar-20,61508,4330,78,30,14,26559,19966,14039,373638,10792,147202,93679
cameroon,Yaounde 6,Apr-20,61508,4330,80,30,11,14117,7683,3847,153168,8692,44857,31968
cameroon,Yaounde 6,May-20,61508,4330,77,28,11,43488,33544,24739,325000,11718,185164,142705
cameroon,Yaounde 6,Jun-20,61508,4330,79,29,11,87850,47954,26568,476042,10592,63775,48503
cameroon,Yaounde 6,Jul-20,61508,4330,78,28,14,66437,33923,17015,305472,10308,168716,123061
cameroon,Yaounde 6,Aug-20,61508,4330,75,30,12,15127,11669,7579,439027,6659,177771,136291
cameroon,Yaounde 6,Sep-20,61508,4330,77,28,11,14317,8162,5295,356265,12291,165371,99466
cameroon,Yaounde 6,Oct-20,61508,4330,76,30,12,63933,43523,31515,450784,13158,137115,107379
cameroon,Yaounde 6,Nov-20,61508,4330,80,30,15,23804,18127,10627,283358,13621,59247,36728
cameroon,Yaounde 6,Dec-20,61508,4330,80,30,13,36341,28310,17122,113273,6357,111187,67168
cameroon,Yaounde 6,Jan-21,64486,3169,47,37,18,63391,45542,31981,254595,9234,76296,56411
cameroon,Yaounde 6,Feb-21,64486,3169,49,37,20,43384,26677,14936,165274,15509,132036,89339
cameroon,Yaounde 6,Mar-21,64486,3169,49,39,20,26615,17220,11881,327201,13530,77638,58926
cameroon,Yaounde 6,Apr-21,64486,3169,51,39,19,24595,17565,12919,429573,14912,87204,67646
cameroon,Yaounde 6,May-21,64486,3169,46,37,18,96780,66217,46824,304107,11445,118481,79759
cameroon,Yaounde 6,Jun-21,64486,3169,50,36,17,12106,7288,3915,460552,14050,27785,17215
cameroon,Yaounde 6,Jul-21,64486,3169,48,37,16,26511,13721,9563,227562,6861,78463,55169
cameroon,Yaounde 6,Aug-21,64486,3169,47,39,19,38538,23643,13703,376580,14176,97271,62825
cameroon,Yaounde 6,Sep-21,64486,3169,51,38,19,94137,69666,40487,131833,14462,60143,38312
cameroon,Yaounde 6,Oct-21,64486,3169,51,39,20,44393,28775,22760,246336,9590,189208,130538
cameroon,Yaounde 6,Nov-21,64486,3169,46,37,16,46237,28543,14754,154548,6715,24680,17018
cameroon,Yaounde 6,Dec-21,64486,3169,51,38,18,40788,27577,19413,322876,7772,160403,98540
cameroon,Yaounde 6,Jan-22,67357,3269,102,45,17,64580,43482,34268,210332,14179,85583,63869
cameroon,Yaounde 6,Feb-22,67357,3269,105,47,13,44012,33785,20018,376300,9326,19668,12526
cameroon,Yaounde 6,Mar-22,67357,3269,101,44,15,35287,26174,14199,232377,7867,39959,29107
cameroon,Yaounde 6,Apr-22,67357,3269,103,47,14,69651,37110,19516,203169,12873,117511,74971
cameroon,Yaounde 6,May-22,67357,3269,102,47,16,89644,70312,37678,333494,10850,163117,125897
cameroon,Yaounde 6,Jun-22,67357,3269,103,44,15,98126,77371,53129,251588,7566,116095,69701
cameroon,Yaounde 6,Jul-22,67357,3269,105,45,14,63791,48870,27136,307381,16142,193063,116615
cameroon,Yaounde 6,Aug-22,67357,3269,102,46,15,88342,54221,31878,432794,11819,44237,28235
cameroon,Yaounde 6,Sep-22,67357,3269,105,45,14,80936,53708,33469,419272,8808,160128,117615
cameroon,Yaounde 6,Oct-22,67357,3269,102,45,16,53040,42306,33139,406895,15047,191078,152194
cameroon,Yaounde 6,Nov-22,67357,3269,105,44,15,89133,53512,35816,472262,13848,197090,119254
cameroon,Yaounde 6,Dec-22,67357,3269,105,44,13,24576,15770,9798,408514,15997,37064,22483
cameroon,Yaounde 6,Jan-23,70579,4048,62,45,6,65857,45125,26454,235243,9112,54254,37265
cameroon,Yaounde 6,Feb-23,70579,4048,62,45,7,75295,38421,27533,102462,7092,66331,41967
cameroon,Yaounde 6,Mar-23,70579,4048,62,44,9,74359,58022,37893,291771,7801,156733,119666
cameroon,Yaounde 6,Apr-23,70579,4048,66,43,7,42432,32004,25456,281792,10414,146088,95270
cameroon,Yaounde 6,May-23,70579,4048,63,43,5,71569,56441,43760,186945,9473,172412,124324
cameroon,Yaounde 6,Jun-23,70579,4048,61,46,7,89051,47199,31484,188428,7323,57035,41293
cameroon,Yaounde 6,Jul-23,70579,4048,64,46,7,46376,29676,14847,465908,16154,71104,45000
cameroon,Yaounde 6,Aug-23,70579,4048,62,46,5,64873,47656,27683,314051,9370,98520,71328
cameroon,Yaounde 6,Sep-23,70579,4048,65,44,8,84597,51890,30106,232802,11850,183876,130135
cameroon,Yaounde 6,Oct-23,70579,4048,64,44,6,30368,19820,15431,438337,9230,130688,90370
cameroon,Yaounde 6,Nov-23,70579,4048,66,43,5,71287,39443,26540,372915,7185,78524,52557
cameroon,Yaounde 6,Dec-23,70579,4048,62,46,8,41380,25368,15433,229475,12961,7917,6236
cameroon,Yaounde 6,Jan-24,72354,5561,70,24,16,64849,34932,25654,101293,9815,20143,15057
cameroon,Yaounde 6,Feb-24,72354,5561,68,23,20,84464,53301,41361,283174,8873,167541,100649
cameroon,Yaounde 6,Mar-24,72354,5561,70,25,19,56290,38234,28677,374713,9678,13511,10589
cameroon,Yaounde 6,Apr-24,72354,5561,70,23,20,6160,4131,2432,304488,17963,171582,129555
cameroon,Yaounde 6,May-24,72354,5561,68,24,16,40461,26160,13136,176172,8969,133400,103665
cameroon,Yaounde 6,Jun-24,72354,5561,68,22,17,9692,5655,3078,353411,11196,79178,50471
cameroon,Yaounde 6,Jul-24,72354,5561,66,24,20,98782,61677,31430,376518,13745,122936,86139
cameroon,Yaounde 6,Aug-24,72354,5561,66,25,19,26788,13592,10721,389770,11543,59053,44236
cameroon,Yaounde 6,Sep-24,72354,5561,69,22,18,66985,37110,24246,151426,13960,99835,62779
cameroon,Yaounde 6,Oct-24,72354,5561,67,22,19,25986,18904,14299,469666,16423,97253,66632
cameroon,Yaounde 6,Nov-24,72354,5561,69,25,16,95313,51973,29702,351867,13460,151494,119801
cameroon,Yaounde 6,Dec-24,72354,5561,66,24,17,49444,30288,22387,127260,9403,148992,118278
cameroon,Yaounde 7,Jan-20,35264,1932,41,33,6,78344,57546,44402,439604,5089,110217,75730
cameroon,Yaounde 7,Feb-20,35264,1932,44,35,5,56402,39783,20597,194931,4514,181728,121374
cameroon,Yaounde 7,Mar-20,35264,1932,44,32,4,26419,16419,10250,144311,8118,106146,77347
cameroon,Yaounde 7,Apr-20,35264,1932,45,32,5,75135,38024,21451,416435,7709,169888,127501
cameroon,Yaounde 7,May-20,35264,1932,46,32,4,45398,29863,23235,296605,4866,85810,58894
cameroon,Yaounde 7,Jun-20,35264,1932,43,33,5,51827,38110,21843,188997,6014,74724,55426
cameroon,Yaounde 7,Jul-20,35264,1932,42,34,7,36383,21763,12867,447002,3613,150004,107675
cameroon,Yaounde 7,Aug-20,35264,1932,42,32,6,94458,52275,41556,343099,6694,80252,63887
cameroon,Yaounde 7,Sep-20,35264,1932,43,35,8,62793,43648,30500,376129,6008,61684,45656
cameroon,Yaounde 7,Oct-20,35264,1932,44,32,5,87738,47649,25333,405397,7100,174556,108225
cameroon,Yaounde 7,Nov-20,35264,1932,41,34,4,81423,49980,29595,334661,6763,72395,57618
cameroon,Yaounde 7,Dec-20,35264,1932,46,34,8,66515,35810,24117,198330,3838,193573,133726
cameroon,Yaounde 7,Jan-21,35850,2669,34,39,10,80056,62578,45539,227264,4629,27777,20252
cameroon,Yaounde 7,Feb-21,35850,2669,36,38,9,11020,7366,4480,445544,5800,167545,114513
cameroon,Yaounde 7,Mar-21,35850,2669,36,38,9,7452,5656,3978,289584,8540,197053,149965
cameroon,Yaounde 7,Apr-21,35850,2669,39,39,10,71087,44239,28897,428650,3587,116792,78832
cameroon,Yaounde 7,May-21,35850,2669,35,37,12,50065,31018,18760,491427,7344,198807,132950
cameroon,Yaounde 7,Jun-21,35850,2669,38,37,9,81105,48964,32176,394830,7794,86293,62122
cameroon,Yaounde 7,Jul-21,35850,2669,38,39,11,37207,28840,19514,325215,5265,146660,97579
cameroon,Yaounde 7,Aug-21,35850,2669,38,36,13,83930,43174,34383,246455,7477,88971,66137
cameroon,Yaounde 7,Sep-21,35850,2669,39,39,9,34890,24411,12943,215924,3781,76206,46524
cameroon,Yaounde 7,Oct-21,35850,2669,39,36,12,88032,67091,38547,427886,7174,36349,23132
cameroon,Yaounde 7,Nov-21,35850,2669,38,36,11,19073,13013,6958,413945,4203,90230,58881
cameroon,Yaounde 7,Dec-21,35850,2669,39,38,9,68002,41808,31809,248440,5687,62222,43089
cameroon,Yaounde 7,Jan-22,39099,2375,72,23,16,80830,46743,24432,166032,7856,43774,29886
cameroon,Yaounde 7,Feb-22,39099,2375,74,22,17,48681,36799,23690,102424,8306,75612,50624
cameroon,Yaounde 7,Mar-22,39099,2375,77,24,17,58881,29565,20983,285688,8148,50857,34765
cameroon,Yaounde 7,Apr-22,39099,2375,75,24,15,40298,27830,20255,276601,3971,152489,99727
cameroon,Yaounde 7,May-22,39099,2375,74,24,17,31891,16236,12636,179111,5888,76039,47553
cameroon,Yaounde 7,Jun-22,39099,2375,74,22,16,22270,13797,10518,328529,7772,128480,86777
cameroon,Yaounde 7,Jul-22,39099,2375,77,22,18,51157,38251,23184,181920,4766,194746,143226
cameroon,Yaounde 7,Aug-22,39099,2375,74,25,19,39855,31349,20297,199841,6153,49797,36676
cameroon,Yaounde 7,Sep-22,39099,2375,77,25,16,35251,27359,15033,223987,6551,175575,131561
cameroon,Yaounde 7,Oct-22,39099,2375,72,25,17,59847,39725,22691,458885,6570,97985,77997
cameroon,Yaounde 7,Nov-22,39099,2375,73,24,16,37687,26623,21231,267523,6809,149601,92685
cameroon,Yaounde 7,Dec-22,39099,2375,77,24,16,70561,56195,40297,218414,8325,115090,71557
cameroon,Yaounde 7,Jan-23,39280,2649,68,23,9,79120,49026,34286,136343,3995,47644,33160
cameroon,Yaounde 7,Feb-23,39280,2649,67,20,12,94288,58091,44993,155977,4281,185693,131762
cameroon,Yaounde 7,Mar-23,39280,2649,67,23,12,82990,44468,29939,191431,5771,38183,22967
cameroon,Yaounde 7,Apr-23,39280,2649,69,20,9,54397,30878,19827,371576,7172,7352,4555
cameroon,Yaounde 7,May-23,39280,2649,66,20,8,86335,45090,23469,342503,4819,81260,64801
cameroon,Yaounde 7,Jun-23,39280,2649,71,22,8,10874,8554,6788,331256,5755,94908,75020
cameroon,Yaounde 7,Jul-23,39280,2649,66,22,10,52331,41440,23619,419091,7738,63503,47950
cameroon,Yaounde 7,Aug-23,39280,2649,67,20,9,37214,25115,15577,132908,4345,91477,72313
cameroon,Yaounde 7,Sep-23,39280,2649,66,23,10,91769,72129,40712,383111,4896,77688,62025
cameroon,Yaounde 7,Oct-23,39280,2649,67,23,8,60070,38229,29979,247263,6696,22850,15868
cameroon,Yaounde 7,Nov-23,39280,2649,66,22,9,94847,63240,43487,448723,7334,108593,79895
cameroon,Yaounde 7,Dec-23,39280,2649,69,22,9,94299,51020,27872,157517,7190,40427,25213
cameroon,Yaounde 7,Jan-24,41617,3290,82,34,17,60338,45102,35915,297529,5123,184821,141968
cameroon,Yaounde 7,Feb-24,41617,3290,78,34,19,58341,44206,32012,100968,9440,187628,119215
cameroon,Yaounde 7,Mar-24,41617,3290,78,33,20,39233,24622,18886,492881,9587,96145,58373
cameroon,Yaounde 7,Apr-24,41617,3290,79,33,19,6101,3753,2500,369489,9331,59886,46001
cameroon,Yaounde 7,May-24,41617,3290,79,33,20,40655,23436,16177,312293,9643,87846,54294
cameroon,Yaounde 7,Jun-24,41617,3290,81,34,16,65003,44843,33356,483417,9523,108201,82295
cameroon,Yaounde 7,Jul-24,41617,3290,81,31,19,46277,33313,19807,312857,9366,122789,76869
cameroon,Yaounde 7,Aug-24,41617,3290,80,34,20,40032,26060,14878,314881,7532,120310,75899
cameroon,Yaounde 7,Sep-24,41617,3290,80,32,19,64633,46201,36611,389203,6096,39057,25537
cameroon,Yaounde 7,Oct-24,41617,3290,77,32,20,49654,38669,27529,371815,6327,133365,102319
cameroon,Yaounde 7,Nov-24,41617,3290,80,32,20,82515,63308,46277,272783,7663,45668,33031
cameroon,Yaounde 7,Dec-24,41617,3290,78,32,17,20780,13443,7475,269767,4788,179913,113515
