country,zone,date,households,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,w_supplied,total_consumption,metered,ww_capacity
cameroon,Yaounde 6,Jan-20,61508,150,150,123,109,106,105,466542,1090031,83619,35148
cameroon,Yaounde 6,Feb-20,61508,200,150,172,112,143,106,461646,1097236,68692,45798
cameroon,Yaounde 6,Mar-20,61508,100,150,100,107,91,101,373638,879898,75638,24851
cameroon,Yaounde 6,Apr-20,61508,200,150,200,125,189,124,153168,350687,72433,9971
cameroon,Yaounde 6,May-20,61508,200,100,145,80,123,69,325000,695048,68830,41001
cameroon,Yaounde 6,Jun-20,61508,100,100,77,80,64,75,476042,1134137,62307,57983
cameroon,Yaounde 6,Jul-20,61508,200,200,178,161,166,145,305472,672289,85410,43723
cameroon,Yaounde 6,Aug-20,61508,100,150,99,130,92,112,439027,930449,69626,14653
cameroon,Yaounde 6,Sep-20,61508,200,200,174,144,140,129,356265,879052,64229,10369
cameroon,Yaounde 6,Oct-20,61508,100,100,88,85,73,71,450784,1082744,81424,52691
cameroon,Yaounde 6,Nov-20,61508,150,150,112,138,97,122,283358,575195,77482,22409
cameroon,Yaounde 6,Dec-20,61508,150,200,136,193,115,176,113273,243834,82644,35608
cameroon,Yaounde 6,Jan-21,64486,150,150,126,130,107,116,254595,568565,56001,56620
cameroon,Yaounde 6,Feb-21,64486,150,100,113,76,102,61,165274,410435,57980,33078
cameroon,Yaounde 6,Mar-21,64486,200,200,181,176,177,166,327201,745826,58228,21050
cameroon,Yaounde 6,Apr-21,64486,200,100,173,71,162,64,429573,897022,57711,21636
cameroon,Yaounde 6,May-21,64486,100,200,94,190,82,176,304107,609588,65011,85841
cameroon,Yaounde 6,Jun-21,64486,150,150,127,129,117,114,460552,956304,64989,8858
cameroon,Yaounde 6,Jul-21,64486,200,200,156,179,130,178,227562,531420,65526,17388
cameroon,Yaounde 6,Aug-21,64486,200,100,200,75,189,60,376580,932821,73742,30550
cameroon,Yaounde 6,Sep-21,64486,150,150,114,147,96,127,131833,272805,62473,83674
cameroon,Yaounde 6,Oct-21,64486,100,200,87,144,81,120,246336,601513,66405,36055
cameroon,Yaounde 6,Nov-21,64486,150,100,114,93,110,86,154548,348121,58905,35366
cameroon,Yaounde 6,Dec-21,64486,200,150,148,112,144,105,322876,709796,72405,35073
cameroon,Yaounde 6,Jan-22,67357,150,100,136,72,115,58,210332,453696,70555,55662
cameroon,Yaounde 6,Feb-22,67357,200,150,145,118,116,100,376300,758088,75853,40783
cameroon,Yaounde 6,Mar-22,67357,200,150,175,139,152,116,232377,504408,97134,32464
cameroon,Yaounde 6,Apr-22,67357,100,100,98,91,90,81,203169,495719,82120,45425
cameroon,Yaounde 6,May-22,67357,200,150,190,109,171,103,333494,720967,98997,89113
cameroon,Yaounde 6,Jun-22,67357,150,200,114,165,103,154,251588,585674,78287,99199
cameroon,Yaounde 6,Jul-22,67357,100,100,87,74,74,64,307381,762406,81891,62104
cameroon,Yaounde 6,Aug-22,67357,100,100,95,72,93,63,432794,882749,83899,69289
cameroon,Yaounde 6,Sep-22,67357,150,200,143,166,143,165,419272,901454,76736,69773
cameroon,Yaounde 6,Oct-22,67357,150,200,120,200,109,177,406895,875831,88603,52510
cameroon,Yaounde 6,Nov-22,67357,150,100,126,73,124,59,472262,949429,75330,64748
cameroon,Yaounde 6,Dec-22,67357,150,150,134,141,123,113,408514,873022,84937,19714
cameroon,Yaounde 6,Jan-23,70579,200,100,168,95,162,91,235243,510735,77403,57547
cameroon,Yaounde 6,Feb-23,70579,100,100,95,79,82,77,102462,214533,69536,47244
cameroon,Yaounde 6,Mar-23,70579,100,100,97,80,93,64,291771,590590,81478,74575
cameroon,Yaounde 6,Apr-23,70579,100,150,83,119,82,107,281792,593563,68680,39222
cameroon,Yaounde 6,May-23,70579,150,100,134,84,114,73,186945,389812,67337,69957
cameroon,Yaounde 6,Jun-23,70579,100,200,94,162,94,151,188428,410753,70011,56973
cameroon,Yaounde 6,Jul-23,70579,100,200,88,160,81,142,465908,975624,73745,36884
cameroon,Yaounde 6,Aug-23,70579,150,150,111,126,104,123,314051,753271,94719,59053
cameroon,Yaounde 6,Sep-23,70579,200,150,170,116,166,100,232802,478795,72743,65162
cameroon,Yaounde 6,Oct-23,70579,200,150,177,125,161,122,438337,940555,65846,24737
cameroon,Yaounde 6,Nov-23,70579,150,150,124,108,116,88,372915,893105,71048,49035
cameroon,Yaounde 6,Dec-23,70579,200,100,190,85,183,79,229475,493536,89345,32951
cameroon,Yaounde 6,Jan-24,72354,150,150,123,142,108,119,101293,223686,70854,44197
cameroon,Yaounde 6,Feb-24,72354,200,200,181,191,173,156,283174,597214,97543,68766
cameroon,Yaounde 6,Mar-24,72354,150,200,110,154,101,139,374713,843103,96139,48514
cameroon,Yaounde 6,Apr-24,72354,100,100,81,87,75,71,304488,728889,67839,5207
cameroon,Yaounde 6,May-24,72354,200,200,156,146,135,128,176172,435923,85999,32899
cameroon,Yaounde 6,Jun-24,72354,150,100,107,91,96,80,353411,757389,76403,6881
cameroon,Yaounde 6,Jul-24,72354,200,100,189,88,168,76,376518,880143,75152,74186
cameroon,Yaounde 6,Aug-24,72354,200,100,171,97,148,95,389770,808652,77119,16352
cameroon,Yaounde 6,Sep-24,72354,200,100,189,98,182,92,151426,313960,72154,46767
cameroon,Yaounde 6,Oct-24,72354,200,100,148,74,141,65,469666,1072606,100242,23209
cameroon,Yaounde 6,Nov-24,72354,200,100,144,77,128,67,351867,813385,81422,64912
cameroon,Yaounde 6,Dec-24,72354,200,100,155,85,155,84,127260,255014,78968,37848
cameroon,Yaounde 7,Jan-20,35264,100,150,88,145,77,144,439604,1073490,27500,73809
cameroon,Yaounde 7,Feb-20,35264,100,100,96,94,93,87,194931,455856,32080,49421
cameroon,Yaounde 7,Mar-20,35264,100,100,96,83,83,77,144311,319195,32597,20740
cameroon,Yaounde 7,Apr-20,35264,100,100,96,84,83,74,416435,938461,29107,46806
cameroon,Yaounde 7,May-20,35264,150,200,144,147,125,135,296605,602893,39296,36974
cameroon,Yaounde 7,Jun-20,35264,200,150,157,118,151,108,188997,453249,39512,46877
cameroon,Yaounde 7,Jul-20,35264,100,100,93,87,88,87,447002,952276,33001,27453
cameroon,Yaounde 7,Aug-20,35264,150,200,136,154,114,125,343099,732132,34809,64589
cameroon,Yaounde 7,Sep-20,35264,100,200,93,194,75,181,376129,867296,30789,56624
cameroon,Yaounde 7,Oct-20,35264,150,200,150,192,144,156,405397,987275,29684,58966
cameroon,Yaounde 7,Nov-20,35264,200,200,169,141,146,114,334661,697862,30875,64146
cameroon,Yaounde 7,Dec-20,35264,200,100,182,95,148,80,198330,432437,32945,43262
cameroon,Yaounde 7,Jan-21,35850,200,100,185,85,165,76,227264,545364,42439,75996
cameroon,Yaounde 7,Feb-21,35850,100,100,82,89,69,88,445544,1106298,43601,8928
cameroon,Yaounde 7,Mar-21,35850,200,200,183,154,157,140,289584,676768,34370,7317
cameroon,Yaounde 7,Apr-21,35850,150,200,116,142,95,133,428650,995099,42476,53237
cameroon,Yaounde 7,May-21,35850,200,200,171,169,146,169,491427,989813,34646,38374
cameroon,Yaounde 7,Jun-21,35850,100,200,95,167,87,136,394830,903218,39104,62479
cameroon,Yaounde 7,Jul-21,35850,100,150,98,116,89,95,325215,790888,35415,34648
cameroon,Yaounde 7,Aug-21,35850,150,100,148,84,127,79,246455,608398,41495,55689
cameroon,Yaounde 7,Sep-21,35850,100,100,89,84,85,83,215924,453358,44006,29513
cameroon,Yaounde 7,Oct-21,35850,150,100,149,73,139,73,427886,934122,43576,84064
cameroon,Yaounde 7,Nov-21,35850,100,150,79,115,69,107,413945,1011008,35550,16831
cameroon,Yaounde 7,Dec-21,35850,150,200,126,186,123,183,248440,586822,44300,52483
cameroon,Yaounde 7,Jan-22,39099,150,100,111,83,92,79,166032,381872,43972,56840
cameroon,Yaounde 7,Feb-22,39099,150,150,128,149,118,137,102424,206822,49050,47280
cameroon,Yaounde 7,Mar-22,39099,100,200,76,150,75,130,285688,669390,45693,35687
cameroon,Yaounde 7,Apr-22,39099,100,200,82,170,74,162,276601,619206,44219,34717
cameroon,Yaounde 7,May-22,39099,100,100,74,88,63,75,179111,360344,38863,20578
cameroon,Yaounde 7,Jun-22,39099,200,200,183,183,154,149,328529,680560,52614,17794
cameroon,Yaounde 7,Jul-22,39099,200,200,196,148,174,132,181920,404350,40253,46213
cameroon,Yaounde 7,Aug-22,39099,100,100,97,91,82,79,199841,411498,44980,39083
cameroon,Yaounde 7,Sep-22,39099,100,150,78,148,73,122,223987,448548,37379,34575
cameroon,Yaounde 7,Oct-22,39099,200,100,176,93,175,82,458885,1042132,43631,49574
cameroon,Yaounde 7,Nov-22,39099,150,200,130,196,123,168,267523,548400,50044,32421
cameroon,Yaounde 7,Dec-22,39099,200,100,196,75,165,67,218414,482383,36863,72085
cameroon,Yaounde 7,Jan-23,39280,150,200,147,143,120,143,136343,277460,41822,60467
cameroon,Yaounde 7,Feb-23,39280,200,100,163,96,145,87,155977,323440,30237,69889
cameroon,Yaounde 7,Mar-23,39280,100,100,97,86,95,80,191431,462736,35436,54114
cameroon,Yaounde 7,Apr-23,39280,200,100,173,73,155,72,371576,805135,43900,38088
cameroon,Yaounde 7,May-23,39280,150,100,143,78,117,76,342503,785639,38666,56438
cameroon,Yaounde 7,Jun-23,39280,200,200,166,144,163,128,331256,671566,39159,10950
cameroon,Yaounde 7,Jul-23,39280,200,200,168,156,141,146,419091,912746,39237,50746
cameroon,Yaounde 7,Aug-23,39280,150,100,109,86,89,72,132908,303051,37489,30615
cameroon,Yaounde 7,Sep-23,39280,200,100,188,70,176,64,383111,814563,45063,87183
cameroon,Yaounde 7,Oct-23,39280,100,200,88,144,75,131,247263,581590,40745,49321
cameroon,Yaounde 7,Nov-23,39280,200,150,148,116,130,94,448723,1060682,36993,76319
cameroon,Yaounde 7,Dec-23,39280,150,150,133,144,132,116,157517,368540,31132,61512
cameroon,Yaounde 7,Jan-24,41617,100,200,74,181,67,154,297529,715252,34060,54658
cameroon,Yaounde 7,Feb-24,41617,100,150,73,144,73,122,100968,208450,39597,53533
cameroon,Yaounde 7,Mar-24,41617,100,200,83,146,79,121,492881,1038691,32975,31827
cameroon,Yaounde 7,Apr-24,41617,200,100,180,100,162,84,369489,768100,32733,4647
cameroon,Yaounde 7,May-24,41617,200,200,168,185,135,176,312293,738254,37359,28498
cameroon,Yaounde 7,Jun-24,41617,200,150,151,145,146,120,483417,1042636,42242,56113
cameroon,Yaounde 7,Jul-24,41617,150,100,106,79,104,67,312857,748351,39998,43039
cameroon,Yaounde 7,Aug-24,41617,150,100,144,79,132,78,314881,777472,36188,33169
cameroon,Yaounde 7,Sep-24,41617,100,200,79,154,68,128,389203,811598,38269,58777
cameroon,Yaounde 7,Oct-24,41617,200,200,158,165,155,147,371815,926378,43428,46764
cameroon,Yaounde 7,Nov-24,41617,100,100,74,98,69,88,272783,585477,35629,76963
cameroon,Yaounde 7,Dec-24,41617,100,100,90,92,80,75,269767,632499,38412,16649
